"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51570","Colonial Heights city, VA","13,593","0","1,201","183","8.8","1.3","12,392","183","91.2","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51580","Covington city, VA","4,347","0","335","55","7.7","1.3","4,012","55","92.3","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51590","Danville city, VA","29,157","0","2,728","376","9.4","1.3","26,429","376","90.6","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51595","Emporia city, VA","3,922","0","345","54","8.8","1.4","3,577","54","91.2","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51600","Fairfax city, VA","20,040","0","1,783","261","8.9","1.3","18,257","261","91.1","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51610","Falls Church city, VA","12,706","0","542","84","4.3","0.7","12,164","84","95.7","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51620","Franklin city, VA","5,975","0","484","74","8.1","1.2","5,491","74","91.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51630","Fredericksburg city, VA","23,204","0","2,711","388","11.7","1.7","20,493","388","88.3","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51640","Galax city, VA","4,984","0","562","85","11.3","1.7","4,422","85","88.7","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51650","Hampton city, VA","106,449","0","8,426","1,159","7.9","1.1","98,023","1,159","92.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51660","Harrisonburg city, VA","40,086","0","5,259","694","13.1","1.7","34,827","694","86.9","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51670","Hopewell city, VA","18,075","0","1,634","256","9.0","1.4","16,441","256","91.0","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51678","Lexington city, VA","3,459","0","258","45","7.5","1.3","3,201","45","92.5","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51680","Lynchburg city, VA","58,248","0","4,774","677","8.2","1.2","53,474","677","91.8","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51683","Manassas city, VA","35,978","0","6,268","698","17.4","1.9","29,710","698","82.6","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51685","Manassas Park city, VA","16,243","0","2,724","363","16.8","2.2","13,519","363","83.2","2.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51690","Martinsville city, VA","9,572","0","855","127","8.9","1.3","8,717","127","91.1","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51700","Newport News city, VA","143,827","0","11,386","1,444","7.9","1.0","132,441","1,444","92.1","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51710","Norfolk city, VA","176,338","0","18,597","2,094","10.5","1.2","157,741","2,094","89.5","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51720","Norton city, VA","3,185","0","236","44","7.4","1.4","2,949","44","92.6","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51730","Petersburg city, VA","23,632","0","2,168","335","9.2","1.4","21,464","335","90.8","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51735","Poquoson city, VA","9,882","0","686","107","6.9","1.1","9,196","107","93.1","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51740","Portsmouth city, VA","75,467","0","6,199","855","8.2","1.1","69,268","855","91.8","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51750","Radford city, VA","12,971","0","966","184","7.4","1.4","12,005","184","92.6","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51760","Richmond city, VA","183,684","0","20,442","2,214","11.1","1.2","163,242","2,214","88.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51770","Roanoke city, VA","79,425","0","8,088","1,020","10.2","1.3","71,337","1,020","89.8","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51775","Salem city, VA","18,499","0","1,493","222","8.1","1.2","17,006","222","91.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51790","Staunton city, VA","19,126","0","1,815","263","9.5","1.4","17,311","263","90.5","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51800","Suffolk city, VA","77,232","0","5,997","755","7.8","1.0","71,235","755","92.2","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51810","Virginia Beach city, VA","373,811","0","30,228","2,944","8.1","0.8","343,583","2,944","91.9","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51820","Waynesboro city, VA","18,307","0","2,004","293","10.9","1.6","16,303","293","89.1","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51830","Williamsburg city, VA","8,214","0","678","122","8.3","1.5","7,536","122","91.7","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","51840","Winchester city, VA","21,756","0","2,705","388","12.4","1.8","19,051","388","87.6","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53000","Washington","6,391,616","0","473,502","16,193","7.4","0.3","5,918,114","16,193","92.6","0.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53001","Adams County, WA","16,953","0","2,447","325","14.4","1.9","14,506","325","85.6","1.9"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53003","Asotin County, WA","16,907","0","1,349","207","8.0","1.2","15,558","207","92.0","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53005","Benton County, WA","172,092","0","13,831","1,673","8.0","1.0","158,261","1,673","92.0","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53007","Chelan County, WA","60,712","0","6,720","814","11.1","1.3","53,992","814","88.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53009","Clallam County, WA","52,312","0","4,956","633","9.5","1.2","47,356","633","90.5","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53011","Clark County, WA","414,786","0","31,538","2,958","7.6","0.7","383,248","2,958","92.4","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53013","Columbia County, WA","2,814","0","195","33","6.9","1.2","2,619","33","93.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53015","Cowlitz County, WA","88,134","0","6,534","864","7.4","1.0","81,600","864","92.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53017","Douglas County, WA","34,929","0","4,819","586","13.8","1.7","30,110","586","86.2","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53019","Ferry County, WA","5,404","0","545","77","10.1","1.4","4,859","77","89.9","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53021","Franklin County, WA","82,798","0","11,182","1,363","13.5","1.6","71,616","1,363","86.5","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53023","Garfield County, WA","1,634","0","104","17","6.4","1.0","1,530","17","93.6","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53025","Grant County, WA","82,303","0","10,699","1,251","13.0","1.5","71,604","1,251","87.0","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53027","Grays Harbor County, WA","55,597","0","4,975","649","8.9","1.2","50,622","649","91.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53029","Island County, WA","62,030","0","4,413","640","7.1","1.0","57,617","640","92.9","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53031","Jefferson County, WA","19,419","0","1,764","250","9.1","1.3","17,655","250","90.9","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53033","King County, WA","1,989,772","0","116,139","6,815","5.8","0.3","1,873,633","6,815","94.2","0.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53035","Kitsap County, WA","215,459","0","13,210","1,451","6.1","0.7","202,249","1,451","93.9","0.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53037","Kittitas County, WA","37,991","0","3,027","458","8.0","1.2","34,964","458","92.0","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53039","Klickitat County, WA","16,815","0","1,856","255","11.0","1.5","14,959","255","89.0","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53041","Lewis County, WA","63,101","0","5,799","717","9.2","1.1","57,302","717","90.8","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53043","Lincoln County, WA","8,022","0","576","82","7.2","1.0","7,446","82","92.8","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53045","Mason County, WA","49,205","0","5,170","657","10.5","1.3","44,035","657","89.5","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53047","Okanogan County, WA","32,045","0","4,665","545","14.6","1.7","27,380","545","85.4","1.7"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53049","Pacific County, WA","15,074","0","1,637","226","10.9","1.5","13,437","226","89.1","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53051","Pend Oreille County, WA","10,118","0","854","123","8.4","1.2","9,264","123","91.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53053","Pierce County, WA","769,898","0","52,332","4,298","6.8","0.6","717,566","4,298","93.2","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53055","San Juan County, WA","11,174","0","1,170","155","10.5","1.4","10,004","155","89.5","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53057","Skagit County, WA","101,244","0","8,975","971","8.9","1.0","92,269","971","91.1","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53059","Skamania County, WA","9,171","0","740","109","8.1","1.2","8,431","109","91.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53061","Snohomish County, WA","716,471","0","51,109","4,140","7.1","0.6","665,362","4,140","92.9","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53063","Spokane County, WA","426,380","0","26,788","2,699","6.3","0.6","399,592","2,699","93.7","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53065","Stevens County, WA","34,444","0","2,783","367","8.1","1.1","31,661","367","91.9","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53067","Thurston County, WA","238,904","0","16,528","1,894","6.9","0.8","222,376","1,894","93.1","0.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53069","Wahkiakum County, WA","2,949","0","255","40","8.6","1.4","2,694","40","91.4","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53071","Walla Walla County, WA","44,811","0","4,162","576","9.3","1.3","40,649","576","90.7","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53073","Whatcom County, WA","184,499","0","16,013","1,843","8.7","1.0","168,486","1,843","91.3","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53075","Whitman County, WA","37,131","0","2,775","482","7.5","1.3","34,356","482","92.5","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","53077","Yakima County, WA","208,114","0","30,868","2,670","14.8","1.3","177,246","2,670","85.2","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54000","West Virginia","1,368,022","0","115,342","7,903","8.4","0.6","1,252,680","7,903","91.6","0.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54001","Barbour County, WV","12,079","0","1,107","177","9.2","1.5","10,972","177","90.8","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54003","Berkeley County, WV","102,662","0","7,994","1,095","7.8","1.1","94,668","1,095","92.2","1.1"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54005","Boone County, WV","16,256","0","1,344","207","8.3","1.3","14,912","207","91.7","1.3"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54007","Braxton County, WV","9,901","0","947","149","9.6","1.5","8,954","149","90.4","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54009","Brooke County, WV","15,742","0","1,164","187","7.4","1.2","14,578","187","92.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54011","Cabell County, WV","70,332","0","5,722","826","8.1","1.2","64,610","826","91.9","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54013","Calhoun County, WV","5,059","0","429","69","8.5","1.4","4,630","69","91.5","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54015","Clay County, WV","6,354","0","569","90","9.0","1.4","5,785","90","91.0","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54017","Doddridge County, WV","5,416","0","499","81","9.2","1.5","4,917","81","90.8","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54019","Fayette County, WV","30,670","0","2,707","382","8.8","1.2","27,963","382","91.2","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54021","Gilmer County, WV","4,656","0","436","74","9.4","1.6","4,220","74","90.6","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54023","Grant County, WV","8,486","0","830","128","9.8","1.5","7,656","128","90.2","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54025","Greenbrier County, WV","25,393","0","2,442","374","9.6","1.5","22,951","374","90.4","1.5"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54027","Hampshire County, WV","17,161","0","1,746","273","10.2","1.6","15,415","273","89.8","1.6"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54029","Hancock County, WV","21,531","0","1,964","308","9.1","1.4","19,567","308","90.9","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54031","Hardy County, WV","10,343","0","1,230","184","11.9","1.8","9,113","184","88.1","1.8"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54033","Harrison County, WV","53,109","0","4,707","653","8.9","1.2","48,402","653","91.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54035","Jackson County, WV","22,259","0","1,646","256","7.4","1.2","20,613","256","92.6","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54037","Jefferson County, WV","47,269","0","3,342","451","7.1","1.0","43,927","451","92.9","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54039","Kanawha County, WV","134,970","0","10,694","1,285","7.9","1.0","124,276","1,285","92.1","1.0"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54041","Lewis County, WV","12,216","0","1,090","167","8.9","1.4","11,126","167","91.1","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54043","Lincoln County, WV","15,644","0","1,235","193","7.9","1.2","14,409","193","92.1","1.2"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54045","Logan County, WV","23,892","0","2,241","328","9.4","1.4","21,651","328","90.6","1.4"
"Under 65 years","All Incomes","All Races","Both Sexes","2020","54047","McDowell County, WV","12,542","0","1,212","205","9.7","1.6","11,330","205","90.3","1.6"
